Øvelsesnummer,URL på youtube, URL på hjemmeside
33.C2,https://youtu.be/OP42h7rMYP8,http://yubio.dk/booklinks.html?id=33_C2
33.C3,https://youtu.be/ziRn-b-zZqg,http://yubio.dk/booklinks.html?id=33_C3
33.C4,https://youtu.be/mSIk8FtK9SE,http://yubio.dk/booklinks.html?id=33_C4
33.C5,https://youtu.be/W45Yp87jEZk,http://yubio.dk/booklinks.html?id=33_C5
33.D1,https://youtu.be/3VvYTAHnbiQ,http://yubio.dk/booklinks.html?id=33_D1
33.D2,https://youtu.be/OXN3NKko9Wg,http://yubio.dk/booklinks.html?id=33_D2
33.D3,https://youtu.be/qwHHx0ofbtE,http://yubio.dk/booklinks.html?id=33_D3
33.D4,https://youtu.be/W1lTV2JMDs8,http://yubio.dk/booklinks.html?id=33_D4
33.E1,https://youtu.be/6YOotvsnztA,http://yubio.dk/booklinks.html?id=33_E1
33.E2,https://youtu.be/6YOotvsnztA,http://yubio.dk/booklinks.html?id=33_E2
33.E3,https://youtu.be/ilXM8rCufSg,http://yubio.dk/booklinks.html?id=33_E3
34.A1,https://youtu.be/yV6hArWuKXA,http://yubio.dk/booklinks.html?id=34_A1
34.A2,https://youtu.be/p2QlKGBtMNA,http://yubio.dk/booklinks.html?id=34_A2
34.A3,https://youtu.be/HQyPRu9QERk,http://yubio.dk/booklinks.html?id=34_A3
34.B1,https://youtu.be/mIWDEnHkLos,http://yubio.dk/booklinks.html?id=34_B1
34.B2,https://youtu.be/KIi-vwc_FE8,http://yubio.dk/booklinks.html?id=34_B2
34.B3,https://youtu.be/oxhTDRNIeHk,http://yubio.dk/booklinks.html?id=34_B3
34.C1,https://youtu.be/iW-zgBi-F1M,http://yubio.dk/booklinks.html?id=34_C1
34.C2,https://youtu.be/oc8V03YdNpM,http://yubio.dk/booklinks.html?id=34_C2
34.C3,https://youtu.be/Ri8NDxJS5j8,http://yubio.dk/booklinks.html?id=34_C3
34.C4,https://youtu.be/vC5zFaQjuxM,http://yubio.dk/booklinks.html?id=34_C4
34.C5,https://youtu.be/kPPHkiHwL0o,http://yubio.dk/booklinks.html?id=34_C5
35.B1,https://youtu.be/2gTCnvvUrOQ,http://yubio.dk/booklinks.html?id=35_B1
35.B2,https://youtu.be/ZK9qPpIzWRE,http://yubio.dk/booklinks.html?id=35_B2
35.B3,https://youtu.be/NVk41W31g5Q,http://yubio.dk/booklinks.html?id=35_B3
35.B4,https://youtu.be/EvDLYSrreMg,http://yubio.dk/booklinks.html?id=35_B4
35.B5,https://youtu.be/UpaS7lANvq8,http://yubio.dk/booklinks.html?id=35_B5
35.B6,https://youtu.be/iavDjC1Y7MA,http://yubio.dk/booklinks.html?id=35_B6
35.B7,https://youtu.be/J4xuQpCpbvw,http://yubio.dk/booklinks.html?id=35_B7
35.B8,https://youtu.be/ZkueHyv-2y0,http://yubio.dk/booklinks.html?id=35_B8
35.B9,https://youtu.be/8YZFFWF_cf8,http://yubio.dk/booklinks.html?id=35_B9
35.B10,https://youtu.be/ILsdF7QiGs0,http://yubio.dk/booklinks.html?id=35_B10
35.B11,https://youtu.be/2CIro9M49rU,http://yubio.dk/booklinks.html?id=35_B11
35.B12,https://youtu.be/fvDvuTyAW78,http://yubio.dk/booklinks.html?id=35_B12
35.B13,https://youtu.be/SWOCPeKmBBw,http://yubio.dk/booklinks.html?id=35_B13
36.A1,https://youtu.be/ZOz9pavhX2I,http://yubio.dk/booklinks.html?id=36_A1
36.A2,https://youtu.be/a_9gvA6FuHY,http://yubio.dk/booklinks.html?id=36_A2
36.A3,https://youtu.be/M3fzlI5UTeQ,http://yubio.dk/booklinks.html?id=36_A3
36.A4,https://youtu.be/4sLRmnx8l6M,http://yubio.dk/booklinks.html?id=36_A4
36.A5,https://youtu.be/Vgm2Ywibzu0,http://yubio.dk/booklinks.html?id=36_A5
36.B1,https://youtu.be/jTpQz89m3WY,http://yubio.dk/booklinks.html?id=36_B1
36.B2,https://youtu.be/g1pm8v60SW8,http://yubio.dk/booklinks.html?id=36_B2
36.B3,https://youtu.be/alJA1toq32U,http://yubio.dk/booklinks.html?id=36_B3
36.B4,https://youtu.be/Y5GY_VXdl2I,http://yubio.dk/booklinks.html?id=36_B4
36.B5,https://youtu.be/vbvRKgrmHLU,http://yubio.dk/booklinks.html?id=36_B5
36.B6,https://youtu.be/n1jpJfemd8c,http://yubio.dk/booklinks.html?id=36_B6
36.B7,https://youtu.be/_RNAF6rxe6M,http://yubio.dk/booklinks.html?id=36_B7
36.B8,https://youtu.be/jMVYZV1SGKA,http://yubio.dk/booklinks.html?id=36_B8
36.B9,https://youtu.be/S5Tx29aW1F8,http://yubio.dk/booklinks.html?id=36_B9
36.B10,https://youtu.be/M8yzU8bt02c,http://yubio.dk/booklinks.html?id=36_B10
36.B11,https://youtu.be/3r2Sim-B50w,http://yubio.dk/booklinks.html?id=36_B11
36.C1,https://youtu.be/U1bR85UW688,http://yubio.dk/booklinks.html?id=36_C1
36.C2,https://youtu.be/xqeAuXCIt1g,http://yubio.dk/booklinks.html?id=36_C2
36.C3,https://youtu.be/6CxYfqWBGn0,http://yubio.dk/booklinks.html?id=36_C3
36.C4,https://youtu.be/PFyP3eQQvDE,http://yubio.dk/booklinks.html?id=36_C4
36.D1,https://youtu.be/339C6PjpDKE,http://yubio.dk/booklinks.html?id=36_D1
36.D2,https://youtu.be/PBv_J8yQAp4,http://yubio.dk/booklinks.html?id=36_D2
Drejebogsvideo,https://youtu.be/bqphOH1Js3o,http://yubio.dk/booklinks.html?id=Drejebogsvideo
